0,1,2,3,4,5,6,7,8
-0.8540660415969575,-0.6095887942770148,0.42763417659880465,-0.892696437200117,1.3750353850895203,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
-0.9040136148295335,-1.0805280313749024,-0.8349445732230908,1.3821872742036694,0.4576201594348544,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
-0.9040136148295335,-1.484190234601614,-0.059676919823681326,-0.892696437200117,1.3592178811989226,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.4445708624497046,0.5341207815320589,0.3334945329717335,-0.7022876684042055,-1.5986553463428448,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.6943087286125276,0.33228967991868397,0.17844100229185159,-0.6120940410798265,1.58066293566729,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.24478056951945762,0.33228967991868397,-0.9180089646587418,0.7408103687858618,-0.8235976557035581,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
-1.3535417739226034,-0.8114198958903898,-0.38639685947057534,0.41010040192980496,0.6632477100126243,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.39462328921715706,1.1396140863721456,0.6436015943314973,-0.7824597815814311,-1.5195678268898565,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.8441514483102269,0.6013978154031584,0.3833331678331241,-0.7022876684042055,0.8214227489186012,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
-0.754170895131834,-1.2150820991171396,0.6380639682357873,-1.2935570030862469,-1.5037503229992586,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.7442563018451035,0.7359518831454339,-0.441773120427676,0.5103155434013374,-0.17507999618905304,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
-0.80411846836441,-1.147805065246002,-0.5857513989161378,2.2340159767116954,-1.393027795765075,-0.06628894880149923,10.279429296739515,-0.10050378152592122,-0.04034408163535111
-0.5044330289690111,-0.8786969297615275,0.9260205252127107,-1.1432342908789481,1.5490279278860948,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.39462328921715706,0.33228967991868397,0.23935488934466234,-0.892696437200117,1.3434003773083247,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
-0.4544854557364352,0.19773561217644675,-0.441773120427676,0.6706597697557896,-0.38070754676682295,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
0.044990276589210655,-0.27320362492140265,-0.41962261604483575,0.5103155434013374,0.07800006606050992,-0.06628894880149923,-0.09728166526882823,-0.10050378152592122,-0.04034408163535111
